symbol,name,currency,summary,category_group,category,family,exchange,isin,trading_days,last_price,avg_volume,avg_dollar_volume,liquidity_rank,asset_type,size_metric,market_bucket,candidate_status,candidate_fail_reasons
SCHB,Schwab U.S. Broad Market ETF,USD,"The investment seeks to track as closely as possible, before fees and expenses, the total return of the Dow Jones U.S. Broad Stock Market Index.
 To pursue its goal, the fund generally invests in stocks that are included in the index. The index includes the largest 2,500 publicly traded U.S. companies for which pricing information is readily available. The fund will invest at least 90% of its net assets in these stocks. It may invest up to 10% of its net assets in securities not included in the index.",Financials,Large Cap,Schwab ETFs,PCX,,124,27.010000228881836,9665991.129032258,250923590.7035305,112,ETF,36927254528.0,equity,PASS,
VYM,Vanguard High Dividend Yield Index Fund ETF Shares,USD,"The investment seeks to track the performance of a benchmark index that measures the investment return of common stocks of companies that are characterized by high dividend yield.
 The fund employs an indexing investment approach designed to track the performance of the FTSE High Dividend Yield Index, which consists of common stocks of companies that pay dividends that generally are higher than average. The adviser attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Value,Vanguard Asset Management,PCX,,124,153.0500030517578,1700929.838709677,247920705.1206527,113,ETF,88722817024.0,equity,PASS,
DYNF,BlackRock U.S. Equity Factor Rotation ETF,USD,"The investment seeks to outperform the investment results of the large- and mid-capitalization U.S. equity markets by providing diversified and tactical exposure to style factors via a factor rotation model.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets plus the amount of any borrowings for investment purposes in U.S. listed common stock of large- and mid-capitalization companies selected based on a proprietary Factor Rotation model developed by BFA and its affiliates. It is non-diversified.",Financials,Large Cap,BlackRock Asset Management,PCX,,124,62.91999816894531,4097727.419354839,246177628.40633085,114,ETF,30008514560.0,equity,PASS,
SPDW,SPDR Portfolio Developed World ex-US ETF,USD,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Developed Ex-U.S. BMI Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in developed countries outside the United States.",Financials,Developed Markets,State Street Global Advisors,PCX,,124,48.880001068115234,5161835.483870967,234991670.79376405,118,ETF,35649814528.0,equity,PASS,
USMV,iShares MSCI USA Min Vol Factor ETF,USD,"The investment seeks the investment results of the MSCI USA Minimum Volatility (USD) Index.
 The fund will invest at least 90% of its assets in the component securities of the index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of large and mid-capitalization equity securities listed on stock exchanges in the U.S. that, in the aggregate, have lower volatility relative to the large- and mid-cap U.S. equity market.",Equities,Large Cap,BlackRock Asset Management,BTS,,124,93.94000244140624,2470980.64516129,232411652.58852437,119,ETF,22560100352.0,equity,PASS,
VO,Vanguard Mid-Cap Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Mid Cap Index that measures the investment return of mid-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Index, a broadly diversified index of stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Financials,Mid Cap,Vanguard Asset Management,PCX,,124,301.9100036621094,791190.3225806452,231791106.7842545,120,ETF,46485987328.0,equity,PASS,
EFV,iShares MSCI EAFE Value ETF,USD,"The investment seeks to track the investment results of the MSCI EAFE Value Index composed of developed market equities, excluding the U.S. and Canada, that exhibit value characteristics.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index is a subset of the MSCI EAFE Index. Constituents of the underlying index include securities from Europe, Australasia and the Far East.",Equities,Value,BlackRock Asset Management,BTS,,124,78.25,3136360.483870968,227323529.1637728,122,ETF,28638212096.0,equity,PASS,
IXUS,iShares Core MSCI Total International Stock ETF,USD,"The investment seeks to track the investment results of the MSCI ACWI ex USA IMI composed of large-, mid- and small-capitalization non-U.S. equities.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets countries, excluding the United States.",Equities,Factors,BlackRock Asset Management,NMS,,124,92.93000030517578,2605970.9677419355,226573616.2315861,124,ETF,51986108416.0,equity,PASS,
MTUM,iShares MSCI USA Momentum Factor ETF,USD,"The investment seeks to track the investment results of the MSCI USA Momentum SR Variant Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index consists of stocks exhibiting relatively higher momentum characteristics from the traditional market capitalization-weighted parent index, the MSCI USA Index, as determined by MSCI Inc.",Information Technology,Large Cap,BlackRock Asset Management,BTS,,124,269.989990234375,834438.7096774194,208123041.74457672,132,ETF,20236066816.0,equity,PASS,
VB,Vanguard Small-Cap Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Small Cap Index that measures the investment return of small-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Index, a broadly diversified index of stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Equities,Small Cap,Vanguard Asset Management,PCX,,124,278.2799987792969,757518.5483870967,199562231.23363373,136,ETF,245848424448.0,equity,PASS,
MGK,Vanguard Mega Cap Growth Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Mega Cap Growth Index.
 The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",Fixed Income,Growth,Vanguard Asset Management,PCX,,124,409.010009765625,473954.8387096774,188980170.40833503,141,ETF,27851730944.0,equity,PASS,
IDEV,iShares Core MSCI International Developed Markets ETF,USD,"The investment seeks to track the investment results of the MSCI World ex USA Investable Market Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is free float adjusted, market cap weighted, and is designed to measure large-, mid- and small-capitalization equity market performance and includes stocks from North America, Europe, Australasia and the Far East.",,Developed Markets,BlackRock Asset Management,PCX,,124,88.9800033569336,2136333.064516129,180471984.37908545,144,ETF,27528067072.0,equity,PASS,
FNDX,Schwab Fundamental U.S. Large Company Index ETF,USD,"The investment seeks to track as closely as possible, before fees and expenses, the total return of the Russell RAFIâ¢ US Large Company Index.
 The fund normally will invest at least 90% of its net assets (including, for this purpose, any borrowings for investment purposes) in stocks included in the index. The index measures the performance of the large company size segment by fundamental overall company scores (scores), which are created using as the universe the U.S. companies in the FTSE Global Total Cap Index (the parent index).",Financials,Large Cap,Schwab ETFs,PCX,,124,29.010000228881836,6474845.161290322,178408256.36882475,146,ETF,23670581248.0,equity,PASS,
DGRO,iShares Core Dividend Growth ETF,USD,"The investment seeks to track the investment results of the MorningstarÂ® US Dividend Growth IndexSM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is a subset of the MorningstarÂ® US Market IndexSM, which is a diversified broad market index that represents approximately 97% of the market capitalization of publicly-traded U.S. stocks.",Financials,Growth,BlackRock Asset Management,PCX,,124,72.36000061035156,2268895.9677419355,159159808.93919545,153,ETF,37549682688.0,equity,PASS,
AVEM,Avantis Emerging Markets Equity ETF,USD,"The investment seeks long-term capital appreciation.
 The fund invests primarily in a diverse group of companies related to emerging markets across market sectors, industry groups and countries. The fund may invest in companies of all market capitalizations. Under normal market conditions, the fund will invest at least 80% of its assets in equity securities of companies related to emerging market countries.",Real Estate,Emerging Markets,Avantis Investors,PCX,,124,87.83999633789062,1697530.6451612904,137678315.48390543,164,ETF,19935643648.0,equity,PASS,
VV,Vanguard Large-Cap Index Fund ETF Shares,USD,"The investment seeks to track the performance of the CRSP US Large Cap Index that measures the investment return of large-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the CRSP US Large Cap Index, a broadly diversified index of large U.S. companies representing approximately the top 85% of the U.S. market capitalization. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",Information Technology,Large Cap,Vanguard Asset Management,PCX,,124,321.8800048828125,389869.3548387097,120967547.81833772,183,ETF,34657783808.0,equity,PASS,
IWV,iShares Russell 3000 ETF,USD,"The investment seeks to track the investment results of the Russell 3000Â® Index, which measures the performance of the broad U.S. equity market.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by the advisor or its affiliates, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the underlying index.",Equities,Blend,BlackRock Asset Management,PCX,,124,398.3500061035156,266008.87096774194,102100036.8922572,205,ETF,21889333248.0,equity,PASS,
